id,original,edit,meanGrade,pred
11818,Jeff Sessions admits there is not enough <evidence/> for the FBI to investigate Hillary Clinton,money,1.4,0.804634
9293,Trump is abandoning the <climate/> pact,friendship,1.4,1.291646
12799,"CNN : Trump ’s Wrestling <Meme/> May Be Racist , Antisemitic",pose,1.4,1.082723
13463,Detained <DREAMer/> files petition to go free,Giraffe,1.4,0.810616
14024,Sean Spicer ca n’t get a network job “ due to lack of <credibility/> ”,intelligence,1.4,0.820856
1456, <Sweden/> reinstates military draft over concerns about Russian aggression,Preschool,1.4,0.728511
1507,South Korean newspaper wants country to build its own nuclear <arsenal/> amid North Korea threat,hairbrush,1.4,1.224451
13182,Trump appears to admit <Russia/> interfered in the US election in a tweet criticizing Obama,clowns,1.4,1.697998
13895,"MAR 12 2018 , 5:23 AM ET Qataris opted not to give info on Kushner , secret <meetings/> to Mueller",poems,1.4,0.858148
13262,"Trump , Russian <spies/> and the infamous ‘ golden shower memos ’",dressing,1.4,1.308959
3490,GOP Senator Wants Investigation Of Kushner Family <China/> Deal,marriage,1.4,1.011054
14346,China minister warns against seduction of <values/> by Western nations,kangaroos,1.4,1.475721
3438,It took Hope Hicks about 10 minutes to answer whether or not she ever lied for <Trump/> ,dessert,1.4,1.06691
660,US militia men guilty of mosque <bombing/> plot,painting,1.4,0.593273
3073,Putin avoids criticizing Trump <climate/> decision,wedding,1.4,0.953665
4619,US officials drop <mining/> cleanup rule after industry objects,floor,1.4,0.616966
995,Big corporate tax cut creating <winners/> and losers as lawmakers try for reform,babies,1.4,1.087795
3975,Trump asks world leaders to <call/> him on his cellphone,troll,1.4,1.335529
10006,Record number of Afghan <civilians/> killed in 6 months,rugs,1.4,0.744531
5398,Pence Creates His Own VP <Club/> With Biden and Cheney,Party,1.4,1.154962
14693,"Trump wants 15,000 more agents to patrol the <US border/> , but immigration authorities say there 's one big problem",toilets,1.4,1.016677
1810,China 's President Xi Jinping arrives in Florida for <Trump/> talks .,girl,1.4,1.157012
1068,Gun <control/> that Tea Party members can support,glitter,1.4,1.327309
7527,Top Trump Aide Says Ethics Filings Discourage Potential Government <Employees/> ,snitches,1.4,1.18211
9859,Vermont Legislature becomes first in U.S. to legalize <marijuana/> for recreational use,skis,1.4,1.108058
8393,NPR And The Word ' <Liar/> ' : Intent Is Key,Butter,1.4,0.830456
2304,Dem leaders split on whether Rep. Kihuen should <go/> ,juggle,1.4,1.06234
14227,South African President Zuma 's Night of Long <Knives/> Risks ANC Split,Penises,1.4,1.309179
14119,Japan secures extra cost cuts on U.S. F-35 <fighter/> jet package - sources,toy,1.4,0.83054
8890,Trump faces heat from <Congress/> as China talks continue,kitchen,1.4,0.901653
7266,Jeff Sessions : any suggestion I colluded with <Russians/> an ' appalling and detestable lie ',aliens,1.4,1.077361
6735,Burning Man festival founder <dies/> ,cremated,1.4,0.434983
671,Satanic Temple cleared to install <monument/> for the first time in Minnesota park,stereo,1.4,0.81158
9364, <Scott Pruitt/> confirmed as head of EPA,Chimpanzee,1.4,1.067916
13196,Britain 's youngest Euromillions winner plans to sue lottery bosses for ' <ruining/> ' her life,saving,1.4,0.503398
4512,Donna Brazile wanted to <replace/> Clinton with Joe Biden as Democratic nominee : Report,fuse,1.4,0.76793
7847,"Trump goes after Freedom Caucus , but its leader does n’t <hit/> back",text,1.4,0.79743
3728,Steph Curry : It 's ' beneath ' Trump 's position to <target/> me,Date,1.4,1.148305
5822, <Republican/> Report Accidentally Proves Trump Lied About Voter Fraud,Book,1.4,0.545103
8777,Forget Atlantis : ' Lost <continent/> ' found under Indian Ocean,shoe,1.4,0.462895
1877,"Cable News Praises Trump On Syria , Because <Bombing/> Stuff Is ‘ Presidential ’",signing,1.4,0.885327
2590,Taiwan train company wants <apology/> for ' demon doll ' passenger,crucifix,1.4,0.855012
9651,Flexibility That A.C.A. Lent to Work Force Is Threatened by G.O.P. <Plan/> ,circus,1.4,0.956781
10046,Detained and divided : how the US turned on Vietnamese <refugees/> ,appliances,1.4,0.592218
4646,"Most of the fake <news/> shared on social media is coming from right-wing conservatives , an Oxford study has found",recipes,1.4,1.092212
1005,Factbox : Republican U.S. senators to watch in the <debate/> on the tax bill,bathtub,1.4,1.072157
4715,"Spicer on Syria : If you gas a baby or barrel bomb , expect a <response/> ",prize,1.4,0.971313
10357,Brady : ' Everybody has their own <choice/> ' on White House visit,stapler,1.4,0.915719
11999, <Russia/> Gets Swatted Over Cyberattacks In Another Election,Fly,1.4,0.628275
13125,James Corden says he <regrets/> Spicer kiss,fantasizes,1.4,0.993416
7089,Trump ’s <claim/> that immigrants cost taxpayers ‘ many billions of dollars a year ’,dream,1.4,0.642759
5751,Hawaii to Begin Education Campaign for Possible North Korean <Missile/> Launch,book,1.4,0.779294
14633,Oregon man <dies/> ' peacefully ' after told Trump 's been impeached,dances,1.4,0.770335
5142,Trump : Russia story is ' FAKE <NEWS/> and everyone knows it ! ',vodka,1.4,1.038476
5566,Trump believes he has legal authority to fire <Robert Mueller/> ,everyone,1.4,0.894322
11098,""" There is no Man Behind the Curtain , "" says <man/> behind the curtain .",elephant,1.4,0.763671
11729,"Saudi Crown Prince Mohammed bin Salman says <women/> are ' absolutely ' equal to men , continues modernization push",camels,1.4,1.078636
5289,"Trump ordered Mueller <fired/> last year before backing off , news report says",roasted,1.4,1.020166
9960,"The F-35 , the military industrial complex , and <Trump/> ",spaghetti,1.4,0.867982
10512,The Latest : Corker says Congress should decide <tax/> cuts,foreskin,1.4,1.391892
14492,New York Times op-ed page punches down at <college/> kids : But why ?,preschool,1.4,0.825555
7587,"The flag , the military , police shootings , the NFL and Trump get the barbershop <treatment/> at Tolliver 's",haircut,1.4,1.662134
8585, <Immigration/> anxiety got Trump elected . Congress is n’t touching it .,Performance,1.4,0.819788
8389," <Merry Christmas/> , Vladimir — Your Friend , Donald",Smooches,1.4,1.058902
11036,"Brexit will not jeopardise <peace/> in Ireland , EU 's chief negotiator says",potatos,1.4,1.147976
8160,Trump proposes <including/> Chinese visitors in social media checks,marrying,1.4,1.160113
13668, <Scott Pruitt/> confirmed as head of EPA,Ineptitude,1.4,0.75296
5086,Reps. Todd Rokita and Ralph Norman Co-Sponsor Bill to End U.S. <Education/> Department,Twitter,1.4,0.631699
10369,Steve Bannon ’s disappearing <act/> ,hair,1.4,1.713658
3705,North Korea <detonates/> its sixth and most powerful nuclear test yet,fakes,1.4,0.75166
6076,"Cohen Remains Trump 's <Lawyer/> Despite Probe , Spokesman Says",Bestie,1.4,1.446693
9978,"Saccone still not <conceding/> , despite seemingly insurmountable odds",whining,1.4,0.754752
1743," <Big Oil/> May Finally Get to Drill in the Arctic , But Is It Worth It ?",fish,1.4,0.753639
8423,"Democrats : Americans want <opportunity/> , not ' saviors or handouts '",spoons,1.4,1.14033
7129,Rightwing And Fake <news/> .,tan,1.4,1.322673
7797,Trump cites tale of Gen. Pershing 's pigs ' blood bullets that <historians/> dismiss,hogs,1.4,0.835766
9278,Japan secures extra <cost/> cuts on U.S. F-35 fighter jet package - sources,toppings,1.4,1.083618
7028,British Teen Accessed Top Secret U.S. Middle East Ops by Pretending to Be The CIA <Director/> ,dog,1.4,1.023689
9970,"Following backlash , US clarifies UN vote on "" <death/> penalty for gays """,fabulousness,1.4,1.457219
412,"North Korea : Every path for regime change would be ' a <catastrophe/> ' , says undercover reporter",picnic,1.4,0.983391
7023,Tommy Robinson arrested for ' breaching the <peace/> ' outside court during grooming trial,peas,1.4,0.965683
4441,"Photos of the Syria strike appear to show <missile/> interceptors firing blindly , totally failing to stop missile attack",fairy,1.4,0.89265
14123,Amazon Said to Sever Ties With Top Lobbying <Firms/> in Washington,hoodlums,1.4,0.838742
10431,One <family/> fought the system and stopped Donald Trump 's first venture in India,raccoon,1.4,0.917668
11008,Trump ’s <racism/> is n’t incidental to his political appeal . It ’s the core of it .,stylist,1.4,0.900336
2487,"Trump 's views on <Islam/> ' continue to evolve , ' Secretary of State Rex Tillerson says",mayonnaise,1.4,0.966749
13123,House Republicans Open Investigation Into White House Handling Of Porter <Scandal/> ,luggage,1.4,0.652664
4283,Vermont Senate legalizes recreational <pot/> ,gardening,1.4,0.9712
12331,Tehran <attackers/> ' were IS recruits from Iran ' - BBC News,cheerleaders,1.4,0.593388
3295,Trump Promotes a U.S. Gas Trade With India That Already <Exists/> ,stinks,1.4,0.937974
6063,Amazon Said to <Sever/> Ties With Top Lobbying Firms in Washington,wear,1.4,0.812092
14766,NAACP warns African Americans against <travel/> on American Airlines,food,1.4,1.148121
4094,French Police Sniper Accidentally Shoots Two As President <Speaks/> ,laughs,1.4,0.800609
65,Reactions around the world to <Paradise/> Papers,rolling,1.4,0.484197
1177,Chesapeake <lays/> off 13 % of its workforce,ticks,1.4,0.624355
8332, <Trump/> Team to Assess Cost for Border Wall,Donkey,1.4,0.736507
11565,Iranian general threatens to ' <bury/> ' Donald Trump,love,1.4,1.1835
3713,Poll : Oprah Beats Trump 48-38 with Likely Voters in 2020 <Election/> ,olympics,1.4,0.958986
7554,Trump names Brad Parscale as 2020 <election/> campaign chief,collusion,1.4,0.619632
14813,"Report : China Moves 300,000 <Troops/> Closer to North Korean Border",dumplings,1.4,1.123766
1368,Report : Broward County Grew Increasingly Unsafe as Obama-Era Discipline Policies <Protected/> Minority Students,Coddled,1.4,0.747
1774,A Disaster Approaches For The <Women/> Who Make Our Clothes,Gnomes,1.4,1.122984
503,"Trump ’s VA nominee recklessly prescribed opioids , new <report/> claims",addict,1.4,0.571266
135,Brexit queues : Turkey warns of traffic chaos at borders as UK faces same <trade/> rules,dancing,1.4,1.200902
12284,Private prison demands New Mexico and feds find 300 more <prisoners/> in 60 days or it will close,pillows,1.4,1.015642
10198,Georgia special election : GOP boasts Democrats are ' 0-5 ' in special <House/> races,olympics,1.4,0.839613
410,Donald Trump ’s super-secret <spy/> team ? This loony scheme is way too plausible,kickball,1.4,1.243583
7217,It took <Hope Hicks/> about 10 minutes to answer whether or not she ever lied for Trump,stutterer,1.4,0.969804
14747,Trump Kicks Off 17-Day <Vacation/> at His New Jersey Golf Club,nap,1.4,1.239864
762,Ben Carson 's <housing/> department removes commitment to discrimination-free communities from mission statement,Toy,1.4,0.886228
9432,Krauthammer : Putin a ' very good <liar/> ',Fishmonger,1.4,0.969587
8900,"Comey Accuses White <House/> Of ' Lies , Plain And Simple '",Wedding,1.4,1.028727
1356,Radio host scolded for <criticizing/> President Trump resigns,licking,1.4,1.319302
6594,South Korean court upholds motion to <impeach/> President Park Geun-hye,kiss,1.4,1.654586
14110,Watch : Emma Gonzalez ’s incredible moment of silence at March for Our <Lives/> ,lies,1.4,0.425902
11647,"Charlie Rose fired by CBS , and PBS drops his <talk/> show over sexual harassment allegations",burlesque,1.4,1.272465
881,Forget Atlantis : ' Lost continent ' found under <Indian Ocean/> ,Spaghetti,1.4,0.888955
571,Groups : Justice <court/> filings defy Trump promises on religious freedom,fingernail,1.4,0.665391
8200,KIM JONG UN SAYS TRUMP IS ' MENTALLY DERANGED ' AND NEEDS TO BE TAMED WITH ' <FIRE/> ',WHIPS,1.4,1.153512
3597,Did James Comey Lie About Interference In The Russia <Investigation/> ,vodka,1.4,0.827169
8836,Vermont Senate legalizes recreational <pot/> ,Potatoes,1.4,1.22123
5633,Fox News ’s Sean Hannity Shares a <Lawyer/> With the President He Defends on TV,beer,1.4,1.256543
7292,Trump on deal to protect ‘ <Dreamer/> ’ immigrants : ‘ NO MORE ’,koala,1.4,0.941351
12335,"Trump flouts <warnings/> , declares Jerusalem Israel ’s capital",underwear,1.4,1.520202
6870,Former Soviet Counterintelligence Officer at Meeting With Donald Trump Jr. and Russian <Lawyer/> ,vodka,1.4,1.004972
9272,Democratic leadership was quick to slam the GOP 's <tax/> plan,meal,1.4,1.10241
10866,Republican Jeff Flake makes his stand against <Trump/> .,sitting,1.4,1.049775
4212,"North Korea 's <economy/> may not survive another year , defector says .",high,1.4,0.712736
3267,American dream ? The dark <history/> of ' America first ',marketing,1.4,0.485084
12181,Groups : Justice court filings defy Trump promises on religious <freedom/> ,shenanigans,1.4,0.701462
4995,"Woody Guthrie Wrote of His Contempt for His Landlord , Donald Trump ’s <Father/> ",barber,1.4,1.467366
10045,Bernie Sanders Fined for Colluding with <Australian Labor Party/> ,Devil,1.4,0.971413
550,"America 's role in Yemen war must end , US lawmakers <demand/> ",whine,1.4,0.736548
4262,Why Joe Biden and Elizabeth Warren Are Eyeing <Ohio/> in 2018,salsa,1.4,1.160487
1789,"The Latest : Trump <acts/> to advance Keystone , Dakota pipelines",farts,1.4,1.424124
1548,“ The fish rots from the <head/> ” : a historian on the unique corruption of Trump ’s White House,toupee,1.4,0.800434
7197,"Trump : ' No , I 'm not ' firing Mueller , as <allies/> step up attacks on special counsel probe",allergies,1.4,0.715192
11043,"' Matilda ' film on last czar 's <affair/> , sparks controversy in Russia",donkey,1.4,0.961859
6110,Rand Paul : ObamaCare replacement goal is to <insure/> most people at lowest cost,euthanize,1.4,1.004645
1158,Special counsel is named to take over <investigation/> of Russia and Trump associates .,bribes,1.4,0.72995
9351,Donald Trump will spark a <war/> in the Middle East with Iran – which is great news for Isis,cigar,1.4,1.286429
2425,A new report says Trump demanded Comey ’s <loyalty/> . That could be devastating .,lunch,1.4,1.411742
11329,McCabe to leave FBI in coming months : <report/> ,party,1.4,0.714433
6314,Trump proposes including Chinese <visitors/> in social media checks,checkers,1.4,1.173904
8377,America 's military wo n't save us from Trump 's <fascism/> ,aftershave,1.4,1.824548
1564,China commits to Paris climate deal as Trump <decision/> looms,haircut,1.4,1.896686
8724,Detained and divided : how the US turned on Vietnamese <refugees/> ,sandwiches,1.4,1.05721
3595,U2 music video featuring <Donald Trump/> and KKK imagery gets mixed reaction,pancakes,1.4,1.057424
12453,The U.N. 's Most Important <Peacekeeping/> Mission : Trump,phonics,1.4,0.873061
7919,Scotland offers free <abortions/> to women from Northern Ireland,kilts,1.4,1.281804
14792,Here 's what primary <care/> doctors really think about Obamacare,pimple,1.4,1.024832
12847,More aggressive US <strikes/> in Somalia said to risk civilians,hugs,1.4,0.805428
3006,FBI director : Public should know of agenda-driven fake <news/> ,mustaches,1.4,1.790131
8580,Firing Mueller ? Pardoning cronies ? Trump could get away with that and more if Congress does n't <act/> ,snuggle,1.4,1.496344
10186,""" There is no Man Behind the Curtain , "" says <man/> behind the curtain .",woman,1.4,0.649589
737,"Sarah Sanders <touts/> Trump CIA pick Haspel , blasts ' hypocrite ' Dems who oppose nominee",cuddles,1.4,1.255065
1258,Moscow Rejects Report on <Donald Trump/> Ties as ' Total Hoax ',Silk,1.4,0.928559
9343,Texas special <session/> whiffs on top conservative priorities,perfume,1.4,0.640984
9654,Trump to nominate Rod Rosenstein to be deputy U.S. attorney <general/> ,janitor,1.4,0.907125
8104,Donald Trump tells coast guard the ' invisible ' F-35 <wins/> every time – video,vanishes,1.4,0.920523
2778,"Poor Hillary , intimidated in the debates by big , bad <Donald Trump/> ",teleprompter,1.4,0.810461
6206,President loyalists <clash/> with UAE-backed forces in Yemen,dance,1.4,0.830345
704,""" Pence Is Trying to Control Republican Politics . Trump <Aides/> Are n’t Happy . "" An opportunist hard at work .",barbers,1.4,1.17889
14597,"Texas , Six Other <States/> Sue Trump Administration Seeking An End To DACA",dogs,1.4,0.764858
3943,Trump to <Make/> Tax Speech Wednesday,sing,1.4,0.827841
8929,Report : Trump wants Maine 's LePage to run for <Senate/> ,cover,1.4,0.967771
14680,"Yellen Says Prices ` High ' for <Stocks/> , Commercial Real Estate",Socks,1.4,0.843154
11369,Congress Achieves the Impossible on <Tax/> Reform,burlesque,1.4,1.363141
6375,"Mueller impanels grand jury in <Russia/> probe , WSJ reports",alien,1.4,0.948697
4783,What Do Jotted Talking <Points/> Say About Trump ’s Empathy ?,frogs,1.4,0.885113
11880,"Hearing first arguments as member of the Supreme Court , Gorsuch <jumps/> right in",flops,1.4,1.240025
13790,"Family flees violence in Myanmar , only to find <death/> at sea",sharks,1.4,0.855316
6895,Transcript : Trump <dossier/> focused on opaque business deals,brain,1.4,0.840186
14374,FBI agents visited Steve Bannon 's home last week to discuss subpoena in <Russia/> probe,attic,1.4,0.87918
1573,Trump 's <Tax/> Cuts Let Banks Off the Hook for Lousy Trading Results,cold,1.4,0.909162
619, <Immigration/> anxiety got Trump elected . Congress is n’t touching it .,Hipster,1.4,1.083842
9892,This Company ’s Robots Are <Making/> Everything — and Reshaping the World,Destroying,1.4,1.004354
5833,Hacker who harassed leaders from CIA and FBI is sentenced to 5 years in <prison/> ,Bed,1.4,1.217085
9767,Exclusive - Rand Paul on Omnibus Spending Bill : ' President <Hillary Clinton/> Would Have Been Proud of This Bill ',Madonna,1.4,0.748983
13655,Senate Democrats demand answers on opioid <crisis/> efforts,swallowing,1.4,0.913021
7766,White House Leans Into Mueller Attacks Betting On Favorable Landscape With <Supporters/> ,Landscapers,1.4,0.77836
2429,Flexibility That A.C.A. Lent to Work Force Is Threatened by G.O.P. <Plan/> ,Stiffness,1.4,0.918888
9309,"Refugees detained at airports , prompting legal challenges to <Trump/> order",hamburger,1.4,0.985385
452,The Latest : It was Putin call that had Trump <fuming/> at Flynn,swooning,1.4,0.960378
1536,South Korean court upholds motion to <impeach/> President Park Geun-hye,saute,1.4,0.9262
1834,Trump faceoff with <China/> exposes GOP weakness in rural US,shampoo,1.4,1.238122
2639,China conducts live fire <combat/> drills in East China Sea : Xinhua,hydrant,1.4,0.642854
324,Donald Trump : <Democrats/> Want Government Shutdown for Christmas,Elves,1.4,1.321337
13159,Two Navy SEALs under investigation in <death/> of Green Beret in Mali,tickling,1.4,1.213655
8930,Donald Trump : Democrats Want Government Shutdown for <Christmas/> ,fun,1.4,1.242706
13689,"Trump may give in on China <trade/> to get North Korea ’s Kim Jong Un , says former ambassador",Checkers,1.4,1.105981
6212,GOP refuses to back Trump 's <wiretap/> claim,quesadilla,1.4,1.292077
12643,As a proud Israeli I want <peace/> . Killing Gazans wo n’t bring that,falafel,1.4,1.241053
2240,Donald Trump facing backlash and possible legal challenges over Muslim <immigration/> ban,carpet,1.4,1.043753
11876,"Schumer Says He 'll Oppose Gorsuch Nomination , Sets Up <Filibuster/> Showdown With GOP",tennis,1.4,1.058657
12014,Trump ’s “ frenemy of the week ” campaign is starting to backfire : Which Republican will he try to <humiliate/> next ?,kiss,1.4,1.556895
8251,Russia says will not offer to host Trump <meeting/> with North Korea 's Kim : RIA,birthday,1.4,1.28297
8517,Trump is preparing his biggest crackdown on China ’s <economy/> yet,food,1.4,0.890092
12733,Trump <warns/> North Korea to ' behave ',begs,1.4,0.749142
10523,"Trump 's nicknames for <rivals/> , from ' Rocket Man ' to ' Pocahontas '",Lovers,1.4,0.794649
6163,"As a Black veteran , I always stand for the <flag/> . But I understand why some NFL players do n’t .",whites,1.4,0.629036
3762,Kremlin tweets during closed-door Oval Office meeting with <Trump/> ,vodka,1.3,0.889335
8598,Nikki Haley was n’t “ confused ” about Russia <sanctions/> . The Trump White House was .,hats,1.2,0.997751
7650,"The right wing 's 40-year attack on <unions/> is coming to the Supreme Court , and this time it could win",monkeys,1.2,1.136821
14975,Kushner said CNN should fire a fifth of its staff over <election/> coverage : report,wireless,1.2,0.707606
9836,Krauthammer : Putin a ' very good <liar/> ',dancer,1.2,1.143754
7667,Time crystals : New form of matter once thought to break laws of physics created by <scientists/> ,koalas,1.2,1.007087
4073,Deported veteran speaks out before becoming US <citizen/> ,hotdog,1.2,1.055933
11284,Why rightwingers are desperate for Sweden to ‘ <fail/> ’,strip,1.2,1.459577
7514,Republicans do n't really like the <healthcare/> bill they just passed,caveman,1.2,1.225493
7378,"Just One GOP Senator Voted To Block Legislation Cutting Social Security , Medicare And <Medicaid/> ",Birthdays,1.2,1.018899
2462,The Blue Dog <map/> is changing . It may even help Democrats win Republican districts .,Beer,1.2,1.062632
5016,British Teen Accessed Top Secret U.S. <Middle East/> Ops by Pretending to Be The CIA Director,spaghetti,1.2,0.982116
8229,Trump again tweets cryptic threats about <North Korea/> ,barber,1.2,1.866293
9383,Iran says it will seek ' no one 's <permission/> ' to build up military,Lipstick,1.2,1.451694
10444,CDC director bought tobacco stock while in <office/> : report,closet,1.2,0.823129
10332,New Venezuela <assembly/> declares itself superior govt branch,tavern,1.2,0.682533
6898,Lawsuit Says It 's Unconstitutional For President Trump To Block <Critics/> On Twitter,Traffic,1.2,0.802696
1655,is week in Donald Trump ’s conflicts of interest : More drama about <China/> ,hiccuping,1.2,1.019408
5475,"Right On Cue , Soros-Financed MoveOn.Org Holds DC Protest Demanding Sessions ’ <Resignation/> ",exorcism,1.2,1.428577
1008,"Texas church shooting , Zimbabwe and more : 5 things to <know/> Wednesday",ignore,1.2,0.562479
10532,Lawyer Says Kushner Willing to Cooperate With <Investigators/> ,decorators,1.2,1.038818
3691,Trump believes he has legal authority to fire <Robert Mueller/> ,elves,1.2,1.300881
11720,Helicopter ' attacks ' Venezuelan <court/> - BBC News,beaver,1.2,0.627908
549,Trump dictated ' every word ' of letter canceling North Korea <summit/> ,noodles,1.2,1.156886
6643,From CNN : Whistleblower : We <tested/> Trump slogans in 2014,purchased,1.2,0.633782
12778,Ryan backs free <speech/> amid Trump threat,shrimp,1.2,0.950736
10918,"The F-35 , the military industrial complex , and <Trump/> ",cookies,1.2,0.895152
4917,"Saudi Crown Prince Mohammed bin Salman says <women/> are ' absolutely ' equal to men , continues modernization push",monkeys,1.2,1.573588
4164,Miss Turkey <Dethroned/> Over ‘ Unacceptable ’ Tweet About Attempted Coup,Roasted,1.2,0.587827
3408,Congress Struggles to Confront Sexual Harassment as <Stories/> Pile Up,Leaves,1.2,0.715996
175,Basque leaders hope ETA disarmament plan will bring end to long <conflict/> ,braids,1.2,1.359184
3902,Putin warns of global ' chaos ' after U.S.-led strike on <Syria/> ,parties,1.2,0.719218
5379,"The flag , the military , police <shootings/> , the NFL and Trump get the barbershop treatment at Tolliver 's",tickling,1.2,1.328173
1501,Nobel <peace/> prize : US lawmakers nominate Hong Kong protesters,unruly,1.2,0.86656
11596,CIA nixes holiday party <invites/> for media,dresses,1.2,1.08885
12723,"Obama Criticizes Trumps Immigration Ban , Is ' Heartened ' By <Protests/> ",cookies,1.2,1.153147
3974,Environmental racism case : EPA rejects Alabama town 's claim over toxic <landfill/> ,bananas,1.2,0.907086
13913,White House preparing for McMaster <exit/> as early as next month,meltdown,1.2,1.001754
14457,"Win or lose , President Trump ( mostly ) wins , operatives and <analysts/> say",Clowns,1.2,1.30212
4525,"Who will <replace/> Flynn ? Robert Harward , Keith Kellogg , David Petraeus top the list",bathe,1.2,1.002571
1874,French presidential candidate Marine Le Pen spotted at <Trump Tower/> ,trough,1.2,0.580412
7845,TV show contestants spend year in <wilderness/> – with no one watching,bathroom,1.2,1.710466
2359,Putin avoids <criticizing/> Trump climate decision,flushing,1.2,0.891549
9236,"Man Sets Off Explosive <Device/> at L.A.-Area Cheesecake Factory , No Injuries",gas,1.2,0.684136
569,Reps. Todd Rokita and Ralph Norman Co-Sponsor Bill to End U.S. <Education/> Department,actor,1.2,0.595083
716,Betsy DeVos policy benefits staffer ’s family — while hurting struggling student <borrowers/> ,beauticians,1.2,0.814996
8387," <Trump/> to McConnell : ' Mitch , go nuclear '",Nucleus,1.2,0.480088
3673,Belgian authorities admit two-year-old girl was shot after police <chase/> ,complained,1.2,0.667585
9672,Trump said he would hire the best people . Instead we got the Trump <administration/> .,pimple,1.2,1.788642
3282,North Korea fires unidentified <projectile/> : South Korea military,vegetable,1.2,0.585918
14708,Nicki Minaj 's brother convicted of raping a <child/> ,horse,1.2,0.796858
5394,"Trump 's CIA pick is career spymaster , oversaw secret <prison/> ",alien,1.2,1.125282
5718,Pakistan postpones U.S. <visit/> after Trump speech,bombing,1.2,0.6044
12184,A new law intended to curb <sex/> trafficking threatens the future of the internet as we know it,milk,1.2,1.085238
8816,"Tech Opposition to <Trump/> Propelled by Employees , Not Executives",Reason,1.2,0.445941
3956," <Leading/> Constitutional Scholar : Comey Firing Legal , but Trump Has Committed Impeachable Offenses",Exhausted,1.2,0.64481
2044,Factbox : Republican U.S. <senators/> to watch in the debate on the tax bill,dogs,1.2,0.817011
10596,Christmas Is Canceled : Nazareth ’s Muslim Mayor Bans Traditional Christmas Celebrations in Christ ’s Childhood <Home/> ,garage,1.2,0.519366
3316,"Donald Trump : If I Wanted to <Fire/> Robert Mueller , I Would Have Fired Him",Cook,1.2,1.053016
10373,Has the Trump <presidency/> permanently changed how the media cover the presidency ?,incompetence,1.2,0.728685
7811,James Corden <says/> he regrets Spicer kiss,pretends,1.2,0.848054
7661, <Republicans/> do n't really like the healthcare bill they just passed,Chimps,1.2,0.731494
11337,U.S. appeals court says Texas can implement <voter/> ID law,fake,1.2,0.85094
9732,Harassment case puts Democratic Senate candidate in California under <spotlight/> ,water,1.2,0.562743
8416,India Supreme <Court/> judges : Democracy is in danger,frosting,1.2,0.855855
12055,"Trump ordered Mueller fired last year before <backing/> off , news report says",waddling,1.2,1.07953
13671,Eric Trumo Claims Journalists Drank ' Cases of <Red Bull/> ' To Keep up With His 71 Years Old Dad,beer,1.2,1.222367
9276,Becerra vows to fight pot crackdown : ' They have tripped over themselves and given us opportunities to legally <stop/> them ',smoke,1.2,1.163372
7076,North Korea fires unidentified <projectile/> : South Korea military,rabbit,1.2,0.676882
6693,The dark side of Trump 's much-hyped China <trade/> deal : It could literally make you sick,record,1.2,0.725298
5432,Should President Trump tie <Harvey/> relief to authorization and funding of The Wall ?,heartburn,1.2,1.156543
680,These Trump <supporters/> built a gallows and tried to arrest London ’s mayor . People laughed at them .,clones,1.2,0.945987
14150,Trump Kicks Off 17-Day <Vacation/> at His New Jersey Golf Club,drinking,1.2,1.401706
3671, <Mark Zuckerberg/> 's net worth plunges $ 5.3 billion on Facebook data controversy,Dog,1.2,0.725061
14606,Dozens of migrants die of <thirst/> while crossing desert in Niger,boredom,1.2,1.029205
12656,Most heavily-armed <states/> in America - Pictures,bears,1.2,0.802259
8826,Man jailed for 22 years for <stealing/> a television remote,petting,1.2,1.2871
13958," <Senators/> near bipartisan deal on gun control , sources say",Preschoolers,1.2,0.900975
9210,California assemblyman <resigns/> after a lobbyist accuses him of masturbating in front of her in a bathroom,vomits,1.2,1.445006
7654,Man in Trump hat prompts confusion by showing up near scene of Texas school shooting with <gun/> and American flag,pigeon,1.2,0.876009
2229,EU to Trump : Mess With Brexit and We ’ll Mess With <Texas/> ,toupee,1.2,1.54797
12010,Hillary Clinton 2020 Is a Reality . Get Ready for Eight Years of <Trump/> | The Huffington Post,donuts,1.2,1.100293
8422,Sen. Marco Rubio thinks the GOP tax plan helps <corporations/> too much,people,1.2,0.864121
5411,Montana Rep.-elect Gianforte apologizes to reporter for <assault/> ,flatulence,1.2,1.588805
7602, <Protest/> message projected on Trump hotel in Washington DC,text,1.2,0.496663
12939,The Latest : It was Putin call that had Trump <fuming/> at Flynn,winking,1.2,1.029911
1849,Rightwing And Fake <news/> .,nails,1.2,1.18123
13979,Sharp <Words/> Over Wall Halt Plans for Mexican President to Visit White House,Cheddar,1.2,0.769211
9814,The <Trump/> effect : New study connects white American intolerance and support for authoritarianism,gluten,1.2,0.705503
10733,Uncertainty in the White House as more <staff/> shake-ups loom,milkshake,1.2,1.327308
5488,Trump dictated ' every word ' of letter canceling <North Korea/> summit,hoedown,1.2,0.843148
12958,Trump lawyer tells porn star ' cease and desist ' after <interview/> : Fox,orgy,1.2,1.45955
5165,"Warren , Dems accuse Trump of <ethics/> violations",styling,1.2,1.559844
14903,What 's in the House <tax/> bill for people,pantry,1.2,0.8501
8000,"Landmark Milgram experiments on <obedience/> recreated in Poland , with similarly horrifying conclusion",flirting,1.2,1.371504
5883,"' <Armchair/> ' psychiatry in the media should end , medical group says",ottoman,1.2,0.699102
