id,pred
4615-3848,0
10193-4195,0
10193-5105,0
4195-5105,0
9075-9368,0
9075-9028,0
9368-9028,0
3850-218,0
3850-3285,0
218-3285,0
4978-3324,0
4978-9235,0
3324-9235,0
1771-1693,0
1771-1651,0
1693-1651,0
13770-12128,0
13770-25,0
12128-25,0
7096-7789,0
7096-10204,0
7789-10204,0
10485-4057,0
10485-8278,0
4057-8278,0
147-1793,0
147-13577,0
1793-13577,0
3995-4793,0
3995-2834,0
4793-2834,0
1783-7359,0
1783-4170,0
7359-4170,0
12300-14741,0
12511-8401,0
12511-5113,0
8401-5113,0
3746-1260,0
3746-1723,0
1260-1723,0
555-13255,0
555-7566,0
13255-7566,0
10139-7825,0
10139-13564,0
7825-13564,0
401-735,0
401-1946,0
735-1946,0
14758-3530,0
14758-14569,0
3530-14569,0
8193-1857,0
8193-1772,0
1857-1772,0
12843-9060,0
12843-323,0
9060-323,0
11378-13990,0
11378-12376,0
13990-12376,0
4950-14401,0
4950-8051,0
14401-8051,0
3205-449,0
3205-2889,0
449-2889,0
9396-12620,0
9396-9961,0
12620-9961,0
9958-13903,0
9958-3888,0
13903-3888,0
10554-2428,0
10554-7235,0
2428-7235,0
10632-14022,0
15047-4819,0
15047-8855,0
4819-8855,0
9904-898,0
9904-11652,0
898-11652,0
8037-11701,0
8037-12093,0
11701-12093,0
13703-973,0
13703-6540,0
973-6540,0
6143-12228,0
6143-5307,0
12228-5307,0
4926-4622,0
4926-1169,0
4622-1169,0
12994-14619,0
12994-379,0
14619-379,0
4204-180,0
4204-3532,0
180-3532,0
2524-3214,0
2524-6958,0
3214-6958,0
4469-6772,0
4469-14738,0
6772-14738,0
7935-5637,0
7935-14864,0
5637-14864,0
797-8243,0
797-14017,0
8243-14017,0
10015-5897,0
10015-2414,0
5897-2414,0
2279-10372,0
2279-5503,0
10372-5503,0
5461-9132,0
5461-11987,0
9132-11987,0
12578-4334,0
12578-5075,0
4334-5075,0
14943-10343,0
8655-2348,0
8655-11801,0
2348-11801,0
14868-5589,0
14868-1540,0
5589-1540,0
13871-6445,0
13871-15058,0
6445-15058,0
11221-12426,0
11221-4396,0
12426-4396,0
2224-12507,0
2224-10469,0
12507-10469,0
969-7441,0
969-2566,0
7441-2566,0
6679-4322,0
6679-8311,0
4322-8311,0
10493-7160,0
10493-4381,0
7160-4381,0
3711-10317,0
3711-7805,0
10317-7805,0
1541-2290,0
1541-933,0
2290-933,0
9118-9420,0
9118-2801,0
9420-2801,0
4929-12895,0
8515-10672,0
8515-5455,0
10672-5455,0
12311-12600,0
12311-10215,0
12600-10215,0
3656-2966,0
3656-9184,0
2966-9184,0
7897-14472,0
7897-4075,0
14472-4075,0
648-2662,0
648-5978,0
2662-5978,0
1720-2137,0
1720-354,0
2137-354,0
11121-2061,0
11121-3680,0
2061-3680,0
12170-8642,0
12170-3329,0
8642-3329,0
11530-2098,0
3585-14361,0
3585-8717,0
14361-8717,0
11702-352,0
11702-10411,0
352-10411,0
11834-3326,0
11834-8179,0
3326-8179,0
9880-6491,0
9880-14675,0
6491-14675,0
3162-3721,0
3162-10363,0
3721-10363,0
15067-2024,0
15067-3584,0
2024-3584,0
10329-1626,0
10329-3992,0
1626-3992,0
6359-6835,0
6359-13325,0
6835-13325,0
10659-8955,0
10659-7982,0
8955-7982,0
2827-15084,0
2827-4,0
15084-4,0
3505-1423,0
3505-4130,0
1423-4130,0
10984-9979,0
10984-12485,0
9979-12485,0
4998-14008,0
4998-5784,0
14008-5784,0
13906-12925,0
13906-5685,0
12925-5685,0
13579-8101,0
13579-2498,0
8101-2498,0
3093-2213,0
3093-8944,0
2213-8944,0
11160-1989,0
11160-901,0
1989-901,0
5153-8563,0
5153-10685,0
8563-10685,0
8294-9776,0
8294-11732,0
9776-11732,0
14392-13856,0
14392-14764,0
13856-14764,0
6884-13176,0
6884-11898,0
13176-11898,0
5520-13080,0
5520-8474,0
13080-8474,0
8556-11698,0
8556-13454,0
11698-13454,0
10756-498,0
10756-5763,0
498-5763,0
13690-13038,0
7522-2119,0
7522-12172,0
2119-12172,0
5466-8858,0
5466-59,0
8858-59,0
13929-10842,0
13929-9350,0
10842-9350,0
4364-10185,0
4364-10359,0
10185-10359,0
1716-1828,0
1716-14580,0
1828-14580,0
1207-4422,0
1207-8507,0
4422-8507,0
10547-6030,0
10547-539,0
6030-539,0
10921-4626,0
10921-7049,0
4626-7049,0
547-5067,0
547-8886,0
5067-8886,0
9065-10156,0
9065-12203,0
10156-12203,0
12932-10831,0
12932-6623,0
10831-6623,0
1110-5209,0
1110-5844,0
5209-5844,0
6313-6068,0
6313-7759,0
6068-7759,0
8066-4108,0
8066-1914,0
4108-1914,0
10160-9187,0
10160-12551,0
9187-12551,0
10983-12132,0
10983-1330,0
12132-1330,0
9448-9810,0
9448-5357,0
9810-5357,0
11053-11469,0
11053-1733,0
11469-1733,0
7103-13260,0
7103-8643,0
13260-8643,0
2076-7278,0
2076-639,0
7278-639,0
2918-3806,0
2918-10645,0
3806-10645,0
3684-12495,0
3684-13167,0
12495-13167,0
11246-13069,0
11246-699,0
13069-699,0
595-10885,0
595-10236,0
10885-10236,0
3723-10415,0
3723-12254,0
10415-12254,0
13602-4297,0
13602-7101,0
4297-7101,0
8388-5841,0
8388-10441,0
5841-10441,0
12659-1574,0
12659-11103,0
1574-11103,0
7124-3528,0
7124-12986,0
3528-12986,0
126-8741,0
126-11661,0
8741-11661,0
7477-3729,0
7477-2722,0
3729-2722,0
13769-3646,0
13769-12842,0
3646-12842,0
4602-8328,0
4602-4286,0
8328-4286,0
7078-6032,0
7078-13122,0
6032-13122,0
11082-1139,0
11082-1477,0
1139-1477,0
752-7389,0
752-12879,0
7389-12879,0
2726-10335,0
2726-5057,0
10335-5057,0
5623-3289,0
5623-5703,0
3289-5703,0
10847-10138,0
10847-2271,0
10138-2271,0
5605-4384,0
5605-740,0
4384-740,0
10520-2166,0
10520-7995,0
2166-7995,0
2859-11582,0
2859-11799,0
11582-11799,0
4757-10879,0
4757-10982,0
10879-10982,0
984-3930,0
984-7463,0
3930-7463,0
12356-11637,0
12356-5370,0
11637-5370,0
9682-2255,0
9682-13367,0
2255-13367,0
13045-4894,0
13045-13464,0
4894-13464,0
14051-13162,0
14051-4606,0
13162-4606,0
13168-4558,0
13168-1358,0
4558-1358,0
414-13455,0
414-749,0
13455-749,0
946-7817,0
946-12303,0
7817-12303,0
1645-4641,0
6133-10572,0
6133-13004,0
10572-13004,0
6986-143,0
6986-5359,0
143-5359,0
5671-4566,0
5671-9402,0
4566-9402,0
3979-407,0
3979-8628,0
407-8628,0
9852-8641,0
9852-12883,0
8641-12883,0
3120-8838,0
3120-209,0
8838-209,0
11863-3367,0
11863-10791,0
3367-10791,0
12431-10010,0
6449-4176,0
6449-2471,0
4176-2471,0
5495-9064,0
5495-14462,0
9064-14462,0
13578-10033,0
13578-14627,0
10033-14627,0
14914-730,0
14914-4234,0
730-4234,0
2880-7711,0
2880-3980,0
7711-3980,0
1515-9841,0
10776-6572,0
10776-11497,0
6572-11497,0
9349-350,0
9349-11491,0
350-11491,0
5019-12595,0
5019-8249,0
12595-8249,0
12497-1607,0
12497-13719,0
1607-13719,0
14384-662,0
14384-3495,0
662-3495,0
14520-1341,0
14520-13653,0
1341-13653,0
40-7319,0
40-4623,0
7319-4623,0
2319-11746,0
2319-2476,0
11746-2476,0
14362-10437,0
14362-5087,0
10437-5087,0
2045-8668,0
2045-3248,0
8668-3248,0
5366-1484,0
5366-5595,0
1484-5595,0
9513-11785,0
9513-10232,0
11785-10232,0
1342-979,0
11000-3411,0
11000-12277,0
3411-12277,0
3108-8149,0
3108-12232,0
8149-12232,0
6991-1373,0
6991-6320,0
1373-6320,0
875-4177,0
875-14228,0
4177-14228,0
13513-14347,0
13513-7368,0
14347-7368,0
2492-7506,0
2492-12360,0
7506-12360,0
3891-12681,0
3891-12878,0
12681-12878,0
7035-14106,0
7035-4181,0
14106-4181,0
9584-12905,0
9584-13415,0
12905-13415,0
13956-12156,0
13956-5851,0
12156-5851,0
10194-838,0
10194-11307,0
838-11307,0
9197-3067,0
9197-10223,0
3067-10223,0
4121-14913,0
4121-8907,0
14913-8907,0
2274-10064,0
2274-437,0
10064-437,0
4261-13824,0
4261-6588,0
13824-6588,0
2698-10058,0
2698-11401,0
10058-11401,0
5798-10219,0
5798-7329,0
10219-7329,0
3538-4274,0
14428-854,0
14428-7326,0
854-7326,0
8645-14620,0
8645-9128,0
14620-9128,0
7264-1194,0
7264-1399,0
1194-1399,0
13305-4069,0
13305-5283,0
4069-5283,0
12048-4773,0
12048-12924,0
4773-12924,0
13234-3503,0
13234-4292,0
3503-4292,0
15086-8138,0
15086-6683,0
8138-6683,0
9949-8128,0
9949-12000,0
8128-12000,0
3016-1543,0
3016-13215,0
1543-13215,0
5063-14152,0
5063-12888,0
14152-12888,0
2491-95,0
2491-9972,0
95-9972,0
5721-9846,0
5721-10353,0
9846-10353,0
3189-10816,0
3189-7102,0
10816-7102,0
